Card,Data da alteração,Objeto alterado,Valor anterior,Valor posterior
120354,2025-08-21,status,Lista de desejos,Backlog
120354,2025-08-24,status,Backlog,Triage
120354,2025-08-26,status,Triage,For Refinement
120354,2025-08-29,status,For Refinement,In Refinement
120354,2025-08-31,status,In Refinement,In Progress
120354,2025-09-03,status,In Progress,Done
115236,2025-07-23,status,Backlog,Triage
115236,2025-07-26,status,Triage,For Refinement
115236,2025-07-30,status,For Refinement,In Refinement
115236,2025-08-02,status,In Refinement,For Technical Analysis
115236,2025-08-06,status,For Technical Analysis,In Technical Analysis
115236,2025-08-09,status,In Technical Analysis,Ready for Development
115775,2025-10-05,status,Lista de desejos,Backlog
115775,2025-10-08,status,Backlog,Triage
115775,2025-10-11,status,Triage,For Refinement
115775,2025-10-15,status,For Refinement,In Refinement
115775,2025-10-18,status,In Refinement,In Progress
115775,2025-10-21,status,In Progress,Done
100832,2025-07-09,status,Lista de desejos,Backlog
100832,2025-07-10,status,Backlog,Triage
100832,2025-07-11,status,Triage,For Refinement
100832,2025-07-13,status,For Refinement,In Refinement
100832,2025-07-15,status,In Refinement,In Progress
100832,2025-07-16,status,In Progress,Done
100832,2025-07-17,status,Done,Canceled
103153,2025-10-12,status,Lista de desejos,Backlog
103153,2025-10-16,status,Backlog,Triage
103153,2025-10-19,status,Triage,For Refinement
103153,2025-10-22,status,For Refinement,In Refinement
103153,2025-10-25,status,In Refinement,In Progress
103153,2025-10-29,status,In Progress,Done
114210,2025-06-15,status,Lista de desejos,Backlog
114210,2025-06-23,status,Backlog,Triage
114210,2025-07-02,status,Triage,For Refinement
111625,2025-08-18,status,Backlog,Triage
111625,2025-08-23,status,Triage,For Refinement
111625,2025-08-29,status,For Refinement,In Refinement
111625,2025-09-03,status,In Refinement,For Technical Analysis
104790,2025-08-24,status,Lista de desejos,Backlog
104790,2025-08-25,status,Backlog,Triage
104790,2025-08-27,status,Triage,For Refinement
104790,2025-08-29,status,For Refinement,In Refinement
104790,2025-08-31,status,In Refinement,In Progress
104790,2025-09-01,status,In Progress,Done
106389,2025-09-06,status,Backlog,Triage
106389,2025-09-08,status,Triage,For Refinement
106389,2025-09-11,status,For Refinement,In Refinement
106389,2025-09-13,status,In Refinement,For Technical Analysis
106389,2025-09-15,status,For Technical Analysis,In Technical Analysis
106389,2025-09-17,status,In Technical Analysis,Ready for Development
106389,2025-09-20,status,Ready for Development,In Development
106389,2025-09-22,status,In Development,For Release
109603,2025-03-24,status,Lista de desejos,Backlog
109603,2025-03-27,status,Backlog,Triage
109603,2025-03-29,status,Triage,For Refinement
109603,2025-04-01,status,For Refinement,In Refinement
109603,2025-04-03,status,In Refinement,In Progress
109603,2025-04-05,status,In Progress,Done
109603,2025-04-08,status,Done,Canceled
108615,2025-10-18,status,Backlog,Triage
108615,2025-10-22,status,Triage,For Refinement
108615,2025-10-27,status,For Refinement,In Refinement
108615,2025-10-31,status,In Refinement,For Technical Analysis
108615,2025-11-04,status,For Technical Analysis,In Technical Analysis
108615,2025-11-08,status,In Technical Analysis,Ready for Development
108615,2025-11-13,status,Ready for Development,In Development
108615,2025-11-17,status,In Development,For Release
122969,2025-09-14,status,Backlog,Triage
108875,2025-12-24,status,Backlog,Triage
108875,2025-12-30,status,Triage,For Refinement
108875,2026-01-04,status,For Refinement,In Refinement
108875,2026-01-10,status,In Refinement,For Technical Analysis
101989,2025-03-20,status,Lista de desejos,Backlog
101989,2025-03-22,status,Backlog,Triage
101989,2025-03-25,status,Triage,For Refinement
101989,2025-03-27,status,For Refinement,In Refinement
101989,2025-03-30,status,In Refinement,In Progress
101989,2025-04-01,status,In Progress,Done
104805,2025-06-23,status,Lista de desejos,Backlog
104805,2025-06-26,status,Backlog,Triage
104805,2025-06-30,status,Triage,For Refinement
104805,2025-07-04,status,For Refinement,In Refinement
104805,2025-07-08,status,In Refinement,In Progress
104805,2025-07-11,status,In Progress,Done
108028,2025-03-29,status,Backlog,Triage
108028,2025-04-04,status,Triage,For Refinement
108028,2025-04-09,status,For Refinement,In Refinement
108028,2025-04-15,status,In Refinement,For Technical Analysis
108028,2025-04-20,status,For Technical Analysis,In Technical Analysis
108028,2025-04-26,status,In Technical Analysis,Ready for Development
108028,2025-05-01,status,Ready for Development,In Development
108028,2025-05-07,status,In Development,For Release
116237,2025-07-15,status,Backlog,Triage
116237,2025-07-23,status,Triage,For Refinement
116237,2025-07-30,status,For Refinement,In Refinement
116237,2025-08-06,status,In Refinement,For Technical Analysis
116237,2025-08-13,status,For Technical Analysis,In Technical Analysis
116237,2025-08-21,status,In Technical Analysis,Ready for Development
109449,2025-06-05,status,Backlog,Triage
110108,2025-09-18,status,Lista de desejos,Backlog
110108,2025-09-21,status,Backlog,Triage
110108,2025-09-23,status,Triage,For Refinement
110108,2025-09-26,status,For Refinement,In Refinement
110108,2025-09-28,status,In Refinement,In Progress
110108,2025-10-01,status,In Progress,Done
118176,2025-05-16,status,Lista de desejos,Backlog
118176,2025-05-20,status,Backlog,Triage
118176,2025-05-24,status,Triage,For Refinement
118176,2025-05-29,status,For Refinement,In Refinement
118176,2025-06-02,status,In Refinement,In Progress
118176,2025-06-06,status,In Progress,Done
116380,2025-09-14,status,Lista de desejos,Backlog
116380,2025-09-16,status,Backlog,Triage
116380,2025-09-19,status,Triage,For Refinement
116380,2025-09-22,status,For Refinement,In Refinement
116380,2025-09-25,status,In Refinement,In Progress
116380,2025-09-27,status,In Progress,Done
115384,2025-09-02,status,Lista de desejos,Backlog
115384,2025-09-06,status,Backlog,Triage
115384,2025-09-09,status,Triage,For Refinement
115384,2025-09-12,status,For Refinement,In Refinement
115384,2025-09-15,status,In Refinement,In Progress
115384,2025-09-19,status,In Progress,Done
102635,2025-10-31,status,Lista de desejos,Backlog
102635,2025-11-01,status,Backlog,Triage
102635,2025-11-03,status,Triage,For Refinement
102635,2025-11-05,status,For Refinement,In Refinement
102635,2025-11-07,status,In Refinement,In Progress
102635,2025-11-08,status,In Progress,Done
104657,2025-05-07,status,Lista de desejos,Backlog
104657,2025-05-10,status,Backlog,Triage
104657,2025-05-13,status,Triage,For Refinement
104657,2025-05-16,status,For Refinement,In Refinement
104657,2025-05-19,status,In Refinement,In Progress
104657,2025-05-22,status,In Progress,Done
124872,2025-06-10,status,Lista de desejos,Backlog
124872,2025-06-13,status,Backlog,Triage
124872,2025-06-16,status,Triage,For Refinement
124872,2025-06-20,status,For Refinement,In Refinement
124872,2025-06-23,status,In Refinement,In Progress
124872,2025-06-26,status,In Progress,Done
119030,2025-08-09,status,Lista de desejos,Backlog
119030,2025-08-12,status,Backlog,Triage
119030,2025-08-15,status,Triage,For Refinement
119030,2025-08-18,status,For Refinement,In Refinement
119030,2025-08-21,status,In Refinement,In Progress
119030,2025-08-24,status,In Progress,Done
117874,2025-07-26,status,Lista de desejos,Backlog
117874,2025-07-31,status,Backlog,Triage
117874,2025-08-04,status,Triage,For Refinement
117874,2025-08-08,status,For Refinement,In Refinement
117874,2025-08-12,status,In Refinement,In Progress
117874,2025-08-17,status,In Progress,Done
115294,2025-07-06,status,Backlog,Triage
107659,2025-09-03,status,Lista de desejos,Backlog
107659,2025-09-04,status,Backlog,Triage
107659,2025-09-06,status,Triage,For Refinement
107659,2025-09-07,status,For Refinement,In Refinement
107659,2025-09-09,status,In Refinement,In Progress
107659,2025-09-10,status,In Progress,Done
117651,2025-08-15,status,Backlog,Triage
117651,2025-08-24,status,Triage,For Refinement
117651,2025-09-02,status,For Refinement,In Refinement
117651,2025-09-11,status,In Refinement,For Technical Analysis
121136,2025-04-10,status,Lista de desejos,Backlog
121136,2025-04-12,status,Backlog,Triage
121136,2025-04-14,status,Triage,For Refinement
121136,2025-04-17,status,For Refinement,In Refinement
121136,2025-04-19,status,In Refinement,In Progress
121136,2025-04-21,status,In Progress,Done
104065,2025-07-01,status,Backlog,Triage
104065,2025-07-10,status,Triage,For Refinement
119245,2025-10-08,status,Lista de desejos,Backlog
119245,2025-10-10,status,Backlog,Triage
119245,2025-10-12,status,Triage,For Refinement
119245,2025-10-13,status,For Refinement,In Refinement
119245,2025-10-15,status,In Refinement,In Progress
119245,2025-10-17,status,In Progress,Done
110850,2025-03-21,status,Lista de desejos,Backlog
110850,2025-03-26,status,Backlog,Triage
110850,2025-03-30,status,Triage,For Refinement
110850,2025-04-03,status,For Refinement,In Refinement
110850,2025-04-07,status,In Refinement,In Progress
110850,2025-04-12,status,In Progress,Done
113761,2025-10-15,status,Lista de desejos,Backlog
113761,2025-10-20,status,Backlog,Triage
113761,2025-10-24,status,Triage,For Refinement
113761,2025-10-28,status,For Refinement,In Refinement
113761,2025-11-01,status,In Refinement,In Progress
113761,2025-11-06,status,In Progress,Done
112469,2025-04-13,status,Backlog,Triage
112469,2025-04-17,status,Triage,For Refinement
112469,2025-04-21,status,For Refinement,In Refinement
103053,2025-08-03,status,Lista de desejos,Backlog
103053,2025-08-07,status,Backlog,Triage
103053,2025-08-10,status,Triage,For Refinement
103053,2025-08-14,status,For Refinement,In Refinement
103053,2025-08-17,status,In Refinement,In Progress
103053,2025-08-21,status,In Progress,Done
114734,2025-10-23,status,Backlog,Triage
114734,2025-10-26,status,Triage,For Refinement
114734,2025-10-29,status,For Refinement,In Refinement
114734,2025-11-01,status,In Refinement,For Technical Analysis
114734,2025-11-04,status,For Technical Analysis,In Technical Analysis
108731,2025-08-24,status,Backlog,Triage
108731,2025-08-27,status,Triage,For Refinement
108731,2025-08-31,status,For Refinement,In Refinement
108731,2025-09-03,status,In Refinement,For Technical Analysis
108731,2025-09-06,status,For Technical Analysis,In Technical Analysis
108731,2025-09-10,status,In Technical Analysis,Ready for Development
108731,2025-09-13,status,Ready for Development,In Development
103655,2025-02-03,status,Backlog,Triage
103655,2025-02-06,status,Triage,For Refinement
103655,2025-02-08,status,For Refinement,In Refinement
103655,2025-02-11,status,In Refinement,For Technical Analysis
103655,2025-02-14,status,For Technical Analysis,In Technical Analysis
103466,2025-07-20,status,Lista de desejos,Backlog
103466,2025-07-22,status,Backlog,Triage
103466,2025-07-24,status,Triage,For Refinement
103466,2025-07-25,status,For Refinement,In Refinement
103466,2025-07-27,status,In Refinement,In Progress
103466,2025-07-29,status,In Progress,Done
103600,2025-07-20,status,Lista de desejos,Backlog
103600,2025-07-22,status,Backlog,Triage
103600,2025-07-23,status,Triage,For Refinement
103600,2025-07-25,status,For Refinement,In Refinement
103600,2025-07-26,status,In Refinement,In Progress
103600,2025-07-28,status,In Progress,Done
108673,2025-07-20,status,Lista de desejos,Backlog
108673,2025-07-22,status,Backlog,Triage
108673,2025-07-24,status,Triage,For Refinement
108673,2025-07-26,status,For Refinement,In Refinement
108673,2025-07-28,status,In Refinement,In Progress
108673,2025-07-30,status,In Progress,Done
108673,2025-08-01,status,Done,Canceled
122650,2025-04-16,status,Backlog,Triage
122650,2025-04-19,status,Triage,For Refinement
122650,2025-04-21,status,For Refinement,In Refinement
122650,2025-04-23,status,In Refinement,For Technical Analysis
122650,2025-04-25,status,For Technical Analysis,In Technical Analysis
122650,2025-04-28,status,In Technical Analysis,Ready for Development
110494,2025-09-10,status,Lista de desejos,Backlog
110494,2025-09-13,status,Backlog,Triage
110494,2025-09-17,status,Triage,For Refinement
110494,2025-09-21,status,For Refinement,In Refinement
110494,2025-09-25,status,In Refinement,In Progress
110494,2025-09-28,status,In Progress,Done
102959,2025-01-27,status,Lista de desejos,Backlog
102959,2025-01-30,status,Backlog,Triage
102959,2025-02-02,status,Triage,For Refinement
102959,2025-02-06,status,For Refinement,In Refinement
102959,2025-02-10,status,In Refinement,In Progress
102959,2025-02-13,status,In Progress,Done
102959,2025-02-16,status,Done,Canceled
118323,2025-07-08,status,Lista de desejos,Backlog
118323,2025-07-10,status,Backlog,Triage
118323,2025-07-12,status,Triage,For Refinement
118323,2025-07-14,status,For Refinement,In Refinement
118323,2025-07-16,status,In Refinement,In Progress
118323,2025-07-18,status,In Progress,Done
107245,2025-09-21,status,Backlog,Triage
107245,2025-10-03,status,Triage,For Refinement
107245,2025-10-14,status,For Refinement,In Refinement
107245,2025-10-26,status,In Refinement,For Technical Analysis
110991,2025-10-06,status,Backlog,Triage
110991,2025-10-11,status,Triage,For Refinement
110991,2025-10-17,status,For Refinement,In Refinement
110991,2025-10-22,status,In Refinement,For Technical Analysis
110991,2025-10-28,status,For Technical Analysis,In Technical Analysis
110991,2025-11-03,status,In Technical Analysis,Ready for Development
110991,2025-11-08,status,Ready for Development,In Development
101476,2025-07-13,status,Lista de desejos,Backlog
101476,2025-07-15,status,Backlog,Triage
101476,2025-07-17,status,Triage,For Refinement
101476,2025-07-19,status,For Refinement,In Refinement
101476,2025-07-21,status,In Refinement,In Progress
101476,2025-07-23,status,In Progress,Done
115534,2025-09-24,status,Backlog,Triage
115534,2025-09-27,status,Triage,For Refinement
115534,2025-09-29,status,For Refinement,In Refinement
115534,2025-10-02,status,In Refinement,For Technical Analysis
115534,2025-10-04,status,For Technical Analysis,In Technical Analysis
115534,2025-10-06,status,In Technical Analysis,Ready for Development
115534,2025-10-09,status,Ready for Development,In Development
105205,2025-04-06,status,Lista de desejos,Backlog
105205,2025-04-08,status,Backlog,Triage
105205,2025-04-10,status,Triage,For Refinement
105205,2025-04-12,status,For Refinement,In Refinement
105205,2025-04-13,status,In Refinement,In Progress
105205,2025-04-15,status,In Progress,Done
105205,2025-04-17,status,Done,Canceled
109130,2025-06-03,status,Backlog,Triage
109130,2025-06-08,status,Triage,For Refinement
109130,2025-06-13,status,For Refinement,In Refinement
109130,2025-06-17,status,In Refinement,For Technical Analysis
109130,2025-06-21,status,For Technical Analysis,In Technical Analysis
119647,2025-04-22,status,Backlog,Triage
119647,2025-05-02,status,Triage,For Refinement
121650,2025-08-30,status,Backlog,Triage
121650,2025-09-06,status,Triage,For Refinement
121650,2025-09-13,status,For Refinement,In Refinement
121650,2025-09-19,status,In Refinement,For Technical Analysis
121650,2025-09-26,status,For Technical Analysis,In Technical Analysis
121650,2025-10-03,status,In Technical Analysis,Ready for Development
100467,2025-04-22,status,Lista de desejos,Backlog
100467,2025-04-26,status,Backlog,Triage
